gene	score	zlfc	RRA	RRA_Score_down	RRA_Score_down_adj	RRA_Score_up	RRA_Score_up_adj	essential ranking	enrich ranking
ELMO2	-9.595242926	-5.595250498	1.74364E-09	1.74364E-09	7.31632E-08	1	1	264	17570
GEMIN6	-9.594602956	-5.596141074	3.54793E-07	3.54793E-07	8.9745E-06	1	1	265	17569
SF3B2	-9.58892404	-5.58892475	1.63434E-10	1.63434E-10	8.88574E-09	1	1	266	17568
RPL31	-9.575672102	-5.575834831	3.74768E-08	3.74768E-08	1.15627E-06	1	1	267	17567
ACTR2	-9.565007904	-5.565029705	5.01994E-09	5.01994E-09	1.88862E-07	1	1	268	17566
FCF1	-9.561485025	-5.561487112	4.80467E-10	4.80467E-10	2.31572E-08	1	1	269	17565
PGGT1B	-9.54476582	-5.54476582	2.41256E-14	2.41256E-14	2.84922E-12	1	1	270	17564
TOMM22	-9.54414146	-5.54414146	7.13798E-16	7.13798E-16	1.35417E-13	1	1	271	17563
RPS28	-9.525877409	-5.525880218	6.46732E-10	6.46732E-10	3.0061E-08	1	1	272	17562
INCENP	-9.52220455	-5.52220455	1.32631E-15	1.32631E-15	2.25258E-13	1	1	273	17561
RBBP7	-9.505530178	-5.505530178	3.0735E-16	3.0735E-16	6.60359E-14	1	1	274	17560
XRCC5	-9.503858185	-5.50386375	1.28137E-09	1.28137E-09	5.50618E-08	1	1	275	17559
FARSA	-9.501401581	-5.501401592	2.4713E-12	2.4713E-12	1.88336E-10	1	1	276	17558
MRPL33	-9.499716551	-5.499716857	7.03786E-11	7.03786E-11	4.06169E-09	1	1	277	17557
NUDCD3	-9.494811361	-5.494812503	2.63015E-10	2.63015E-10	1.37145E-08	1	1	278	17556
MAP3K2	-9.489012097	-5.489012098	8.52632E-15	8.52632E-15	1.14323E-12	1	1	279	17555
EXOSC7	-9.485719611	-5.485877899	3.64538E-08	3.64538E-08	1.12666E-06	1	1	280	17554
KRAS	-9.481648329	-5.481648441	2.5824E-11	2.5824E-11	1.59349E-09	1	1	281	17553
TCP1	-9.477978902	-5.477991056	2.79866E-09	2.79866E-09	1.11652E-07	1	1	282	17552
ATXN7L3	-9.476719654	-5.476723933	9.85348E-10	9.85348E-10	4.34944E-08	1	1	283	17551
SNW1	-9.467779672	-5.467793625	3.21277E-09	3.21277E-09	1.26755E-07	1	1	284	17550
INTS6	-9.460583698	-5.46058394	5.57978E-11	5.57978E-11	3.29484E-09	1	1	285	17549
DDX24	-9.456940537	-5.456940537	1.72667E-16	1.72667E-16	4.33687E-14	1	1	286	17548
WDHD1	-9.452976997	-5.452977022	5.76007E-12	5.76007E-12	3.99686E-10	1	1	287	17547
RAB7A	-9.45144542	-5.451445502	1.87746E-11	1.87746E-11	1.18306E-09	1	1	288	17546
CARS	-9.443423286	-5.443424793	3.47019E-10	3.47019E-10	1.73344E-08	1	1	289	17545
CENPT	-9.435574967	-5.435574992	5.74074E-12	5.74074E-12	3.99686E-10	1	1	290	17544
USP8	-9.429693949	-5.429693962	2.91182E-12	2.91182E-12	2.19099E-10	1	1	291	17543
WDR43	-9.425518634	-5.425519789	2.65894E-10	2.65894E-10	1.3744E-08	1	1	292	17542
CD2BP2	-9.424925035	-5.424925036	1.21952E-13	1.21952E-13	1.20154E-11	1	1	293	17541
XRN1	-9.408251048	-5.408251048	6.26861E-15	6.26861E-15	8.59909E-13	1	1	294	17540
EXOSC1	-9.408221707	-5.40822441	6.22467E-10	6.22467E-10	2.92117E-08	1	1	295	17539
TICRR	-9.402680467	-5.402680468	7.638E-14	7.638E-14	7.82807E-12	1	1	296	17538
CCT3	-9.385964467	-5.386055458	2.09536E-08	2.09536E-08	6.94545E-07	1	1	297	17537
VCL	-9.383302965	-5.383302985	4.76814E-12	4.76814E-12	3.38766E-10	1	1	298	17536
TAF8	-9.378523762	-5.378523862	2.31122E-11	2.31122E-11	1.44112E-09	1	1	299	17535
SEC13	-9.371783657	-5.371783657	1.8861E-14	1.8861E-14	2.36865E-12	1	1	300	17534
CPSF2	-9.37033264	-5.370344826	2.80587E-09	2.80587E-09	1.1169E-07	1	1	301	17533
SRSF7	-9.369685636	-5.373423085	8.64293E-07	8.64293E-07	2.04687E-05	1	1	302	17532
RPLP1	-9.355780087	-5.356244945	1.07095E-07	1.07095E-07	2.97944E-06	1	1	303	17531
XRCC6	-9.342455062	-5.342455065	6.26452E-13	6.26452E-13	5.24484E-11	1	1	304	17530
ABT1	-9.33829043	-5.338291072	1.48031E-10	1.48031E-10	8.09763E-09	1	1	305	17529
MYH9	-9.330832781	-5.330846373	3.12973E-09	3.12973E-09	1.24028E-07	1	1	306	17528
NOL10	-9.326054343	-5.326054343	2.28632E-14	2.28632E-14	2.7736E-12	1	1	307	17527
SACM1L	-9.323389976	-5.323389976	3.87874E-14	3.87874E-14	4.26973E-12	1	1	308	17526
CHAF1A	-9.323078855	-5.323078855	2.33872E-14	2.33872E-14	2.79357E-12	1	1	309	17525
TNPO1	-9.321520882	-5.321520882	3.08859E-15	3.08859E-15	4.78946E-13	1	1	310	17524
GEMIN5	-9.299964796	-5.299966615	4.18804E-10	4.18804E-10	2.05745E-08	1	1	311	17523
ING3	-9.296138264	-5.296186273	1.10552E-08	1.10552E-08	3.90032E-07	1	1	312	17522
ILK	-9.293951366	-5.293951408	9.51618E-12	9.51618E-12	6.40385E-10	1	1	313	17521
MED14	-9.286468137	-5.286468948	1.86826E-10	1.86826E-10	1.00655E-08	1	1	314	17520
ITGAV	-9.274612877	-5.274612877	2.19304E-14	2.19304E-14	2.68375E-12	1	1	315	17519
UNC45A	-9.266190074	-5.266199822	2.24464E-09	2.24464E-09	9.15986E-08	1	1	316	17518
CENPA	-9.266118685	-5.26612007	3.18924E-10	3.18924E-10	1.61116E-08	1	1	317	17517
GTF3C4	-9.259587241	-5.259587241	2.91515E-16	2.91515E-16	6.41801E-14	1	1	318	17516
SNAPC2	-9.256277802	-5.256277875	1.68147E-11	1.68147E-11	1.07092E-09	1	1	319	17515
NOP14	-9.254132387	-5.254132387	6.93391E-14	6.93391E-14	7.1891E-12	1	1	320	17514
EEFSEC	-9.253697704	-5.253714134	3.78339E-09	3.78339E-09	1.46354E-07	1	1	321	17513
PMF1	-9.252231316	-5.252231334	4.05534E-12	4.05534E-12	2.93979E-10	1	1	322	17512
SKA3	-9.244388934	-5.244418515	6.81151E-09	6.81151E-09	2.48913E-07	1	1	323	17511
TIMM22	-9.242411264	-5.242975804	1.30075E-07	1.30075E-07	3.52526E-06	1	1	324	17510
NR2C2AP	-9.237231609	-5.237232719	2.55458E-10	2.55458E-10	1.33595E-08	1	1	325	17509
ZNHIT6	-9.23189452	-5.231895671	2.65119E-10	2.65119E-10	1.37438E-08	1	1	326	17508
TAF1C	-9.231487924	-5.231487924	2.38785E-15	2.38785E-15	3.76836E-13	1	1	327	17507
BCAS2	-9.227536234	-5.232901376	1.24303E-06	1.24303E-06	2.86026E-05	1	1	328	17506
SRP72	-9.217909872	-5.218005095	2.19283E-08	2.19283E-08	7.20726E-07	1	1	329	17505
GPN1	-9.211635795	-5.211636843	2.41328E-10	2.41328E-10	1.27325E-08	1	1	330	17504
DDX21	-9.207941534	-5.20801356	1.6586E-08	1.6586E-08	5.61248E-07	1	1	331	17503
SAE1	-9.197630048	-5.197630223	4.01141E-11	4.01141E-11	2.43021E-09	1	1	332	17502
EIF1AX	-9.195772147	-5.195775709	8.2007E-10	8.2007E-10	3.71175E-08	1	1	333	17501
ZNF131	-9.184004515	-5.184005834	3.03709E-10	3.03709E-10	1.55187E-08	1	1	334	17500
RANGAP1	-9.174444723	-5.174627928	4.21934E-08	4.21934E-08	1.27748E-06	1	1	335	17499
ATR	-9.166424037	-5.16835158	4.4482E-07	4.4482E-07	1.1002E-05	1	1	336	17498
ATP2A2	-9.165277482	-5.165277487	1.30491E-12	1.30491E-12	1.02967E-10	1	1	337	17497
CDC20	-9.165044431	-5.165056756	2.83796E-09	2.83796E-09	1.12716E-07	1	1	338	17496
VPS13D	-9.160983763	-5.160984168	9.32943E-11	9.32943E-11	5.31539E-09	1	1	339	17495
MAPK1	-9.154195884	-5.154196454	1.3121E-10	1.3121E-10	7.34891E-09	1	1	340	17494
CDC73	-9.137110703	-5.137110703	1.68804E-14	1.68804E-14	2.13495E-12	1	1	341	17493
THAP1	-9.136629576	-5.136654179	5.66509E-09	5.66509E-09	2.09597E-07	1	1	342	17492
FTSJ3	-9.129790554	-5.129985325	4.48577E-08	4.48577E-08	1.34445E-06	1	1	343	17491
RPL14	-9.128065394	-5.128071267	1.35243E-09	1.35243E-09	5.79755E-08	1	1	344	17490
FAM122A	-9.126790604	-5.126801602	2.53241E-09	2.53241E-09	1.02173E-07	1	1	345	17489
DPAGT1	-9.116484479	-5.127267121	2.51387E-06	2.51387E-06	5.40771E-05	1	1	346	17488
ELP5	-9.10714057	-5.107141515	2.17489E-10	2.17489E-10	1.15431E-08	1	1	347	17487
UTP20	-9.105269094	-5.105277487	1.93244E-09	1.93244E-09	8.01423E-08	0.831811735	1	348	17486
POLR1A	-9.095439588	-5.095444085	1.03558E-09	1.03558E-09	4.54867E-08	1	1	349	17485
SNF8	-9.085830017	-5.091460797	1.30498E-06	1.30498E-06	2.99892E-05	1	1	350	17484
RPL30	-9.070661998	-5.070662264	6.1275E-11	6.1275E-11	3.58939E-09	1	1	351	17483
RPS9	-9.070229154	-5.070229154	1.0314E-14	1.0314E-14	1.35242E-12	1	1	352	17482
RPS12	-9.063165641	-5.067179965	9.28618E-07	9.28618E-07	2.18837E-05	1	1	353	17481
RBM22	-9.051809183	-5.051812786	8.29613E-10	8.29613E-10	3.73598E-08	1	1	354	17480
CCT4	-9.045940981	-5.045968336	6.29896E-09	6.29896E-09	2.3113E-07	1	1	355	17479
MCMBP	-9.043299369	-5.043339292	9.19304E-09	9.19304E-09	3.29858E-07	1	1	356	17478
LUC7L3	-9.04236601	-5.0424065	9.32354E-09	9.32354E-09	3.33869E-07	1	1	357	17477
TMEM30A	-9.039369047	-5.039369679	1.45541E-10	1.45541E-10	7.98595E-09	1	1	358	17476
VBP1	-9.032008706	-5.044265325	2.86239E-06	2.86239E-06	6.09129E-05	1	1	359	17475
RPL8	-9.029364836	-5.029374828	2.30073E-09	2.30073E-09	9.34599E-08	1	1	360	17474
SNRNP25	-9.027198314	-5.027198314	6.21753E-14	6.21753E-14	6.56078E-12	1	1	361	17473
PRMT5	-9.014423792	-5.014435141	2.61323E-09	2.61323E-09	1.05196E-07	1	1	362	17472
EGLN1	-9.014192457	-5.014192457	3.08493E-14	3.08493E-14	3.52651E-12	1	1	363	17471
PSMB1	-9.011031942	-5.011182249	3.46154E-08	3.46154E-08	1.07919E-06	1	1	364	17470
DCTN3	-9.007056807	-5.007057277	1.08165E-10	1.08165E-10	6.10413E-09	1	1	365	17469
RPS27A	-9.006176685	-5.006184978	1.90949E-09	1.90949E-09	7.93751E-08	1	1	366	17468
RPLP0	-8.99922578	-4.999246907	4.86482E-09	4.86482E-09	1.83413E-07	1	1	367	17467
WDR61	-8.996201366	-4.996201371	9.50147E-13	9.50147E-13	7.7018E-11	1	1	368	17466
GINS1	-8.995095068	-4.996380872	2.96506E-07	2.96506E-07	7.54293E-06	1	1	369	17465
SREBF1	-8.980595296	-4.980878469	6.52244E-08	6.52244E-08	1.89747E-06	1	1	370	17464
RCE1	-8.967466066	-4.967643002	4.07493E-08	4.07493E-08	1.24645E-06	1	1	371	17463
SEC63	-8.967318133	-4.978211526	2.54002E-06	2.54002E-06	5.45737E-05	1	1	372	17462
BIRC5	-8.966543277	-4.966557938	3.3758E-09	3.3758E-09	1.32019E-07	1	1	373	17461
TTC27	-8.947007391	-4.947016216	2.03201E-09	2.03201E-09	8.38814E-08	1	1	374	17460
CDS2	-8.94242106	-4.942428362	1.68136E-09	1.68136E-09	7.07163E-08	1	1	375	17459
LSM7	-8.941352943	-4.94135746	1.04006E-09	1.04006E-09	4.55708E-08	1	1	376	17458
BRK1	-8.936423565	-4.936423565	4.03911E-15	4.03911E-15	5.95285E-13	1	1	377	17457
NMD3	-8.926451973	-4.92645341	3.30994E-10	3.30994E-10	1.66007E-08	1	1	378	17456
EMC4	-8.925506952	-4.9255111	9.55128E-10	9.55128E-10	4.2582E-08	1	1	379	17455
HAUS5	-8.919981459	-4.919986947	1.26366E-09	1.26366E-09	5.46964E-08	1	1	380	17454
C3orf38	-8.919789857	-4.919789857	4.35905E-16	4.35905E-16	8.83352E-14	1	1	381	17453
WDR36	-8.915489279	-4.91548928	1.03004E-13	1.03004E-13	1.02048E-11	1	1	382	17452
TGS1	-8.899993855	-4.900012198	4.22357E-09	4.22357E-09	1.61628E-07	1	1	383	17451
CDC123	-8.899522908	-4.899547297	5.61585E-09	5.61585E-09	2.08207E-07	1	1	384	17450
HAUS7	-8.894676124	-4.894676204	1.8409E-11	1.8409E-11	1.16414E-09	1	1	385	17449
RPL7L1	-8.894006123	-4.894009705	8.24938E-10	8.24938E-10	3.72434E-08	1	1	386	17448
PRPF8	-8.89292845	-4.892930374	4.43017E-10	4.43017E-10	2.15856E-08	1	1	387	17447
DDX55	-8.88577153	-4.885774306	6.39037E-10	6.39037E-10	2.98323E-08	1	1	388	17446
POLR3H	-8.881203004	-4.881217026	3.22883E-09	3.22883E-09	1.27107E-07	1	1	389	17445
SIN3A	-8.865714255	-4.86572996	3.61637E-09	3.61637E-09	1.40503E-07	1	1	390	17444
TOP1	-8.862611096	-4.862611118	5.13357E-12	5.13357E-12	3.61846E-10	1	1	391	17443
SCRIB	-8.859967782	-4.860067842	2.30424E-08	2.30424E-08	7.5259E-07	1	1	392	17442
UBTF	-8.856474471	-4.856474471	1.17017E-15	1.17017E-15	2.0065E-13	1	1	393	17441
ALDOA	-8.850224894	-4.850230402	1.26841E-09	1.26841E-09	5.47691E-08	1	1	394	17440
NCBP2	-8.847065958	-4.847072988	1.61883E-09	1.61883E-09	6.8409E-08	0.909731892	1	395	17439
RPL15	-8.843092811	-4.843190297	2.24495E-08	2.24495E-08	7.34574E-07	1	1	396	17438
CENPI	-8.821342771	-4.821342772	2.06987E-13	2.06987E-13	1.9225E-11	1	1	397	17437
BUB1B	-8.820885162	-4.830104496	2.14552E-06	2.14552E-06	4.68312E-05	1	1	398	17436
PSMB4	-8.790567651	-4.790569032	3.17861E-10	3.17861E-10	1.61034E-08	1	1	399	17435
CHORDC1	-8.790215716	-4.79057908	8.37027E-08	8.37027E-08	2.38446E-06	1	1	400	17434
PISD	-8.782611603	-4.782879423	6.16868E-08	6.16868E-08	1.80338E-06	1	1	401	17433
BUB3	-8.781178205	-4.78122117	9.89368E-09	9.89368E-09	3.52868E-07	1	1	402	17432
POLR1B	-8.77540948	-4.775444451	8.05267E-09	8.05267E-09	2.90695E-07	1	1	403	17431
C14orf80	-8.773162076	-4.773162076	6.00516E-16	6.00516E-16	1.15151E-13	1	1	404	17430
TUBB	-8.771037808	-4.771039991	5.02756E-10	5.02756E-10	2.41012E-08	1	1	405	17429
PPP4C	-8.766582311	-4.766584711	5.52645E-10	5.52645E-10	2.62809E-08	1	1	406	17428
ISG20L2	-8.764679958	-4.765454469	1.78497E-07	1.78497E-07	4.76623E-06	1	1	407	17427
RAE1	-8.763911346	-4.775827481	2.78178E-06	2.78178E-06	5.92682E-05	1	1	408	17426
RIOK2	-8.757568281	-4.757702664	3.09476E-08	3.09476E-08	9.80265E-07	1	1	409	17425
TRAPPC3	-8.750443816	-4.750467018	5.34256E-09	5.34256E-09	1.98563E-07	1	1	410	17424
C19orf52	-8.749001728	-4.749054649	1.21863E-08	1.21863E-08	4.25279E-07	1	1	411	17423
CIR1	-8.745248237	-4.745248253	3.54515E-12	3.54515E-12	2.59101E-10	1	1	412	17422
TAF12	-8.740925941	-4.740928491	5.87104E-10	5.87104E-10	2.76249E-08	1	1	413	17421
DCTN4	-8.737468224	-4.737468224	7.89851E-14	7.89851E-14	8.04881E-12	1	1	414	17420
TMA16	-8.73715739	-4.738732121	3.63253E-07	3.63253E-07	9.16251E-06	1	1	415	17419
RAD51D	-8.722391739	-4.722391764	5.94133E-12	5.94133E-12	4.10666E-10	1	1	416	17418
RRP1	-8.711936085	-4.712008328	1.66361E-08	1.66361E-08	5.61877E-07	1	1	417	17417
HNRNPU	-8.705327218	-4.705329148	4.44459E-10	4.44459E-10	2.15969E-08	1	1	418	17416
DCTN5	-8.702567402	-4.702567403	3.05731E-13	3.05731E-13	2.73975E-11	1	1	419	17415
PSMC1	-8.697513671	-4.697607607	2.16318E-08	2.16318E-08	7.1305E-07	1	1	420	17414
DONSON	-8.692214658	-4.692264487	1.14743E-08	1.14743E-08	4.02071E-07	1	1	421	17413
MED31	-8.670885919	-4.700828558	7.13778E-06	7.13778E-06	0.00014254	1	1	422	17412
CWC22	-8.668695819	-4.66869857	6.33394E-10	6.33394E-10	2.96465E-08	1	1	423	17411
ANAPC15	-8.666755597	-4.670776625	9.30176E-07	9.30176E-07	2.18837E-05	1	1	424	17410
FARSB	-8.665246113	-4.668399042	7.2863E-07	7.2863E-07	1.75828E-05	1	1	425	17409
MDM4	-8.662290489	-4.681595873	4.54551E-06	4.54551E-06	9.40372E-05	1	1	426	17408
TOMM20	-8.660034273	-4.660086233	1.19649E-08	1.19649E-08	4.18372E-07	1	1	427	17407
SYS1	-8.648273368	-4.648281022	1.76248E-09	1.76248E-09	7.378E-08	1	1	428	17406
IMP3	-8.642316935	-4.642316945	2.24094E-12	2.24094E-12	1.71513E-10	1	1	429	17405
CNOT3	-8.638010797	-4.638016229	1.25077E-09	1.25077E-09	5.44022E-08	1	1	430	17404
SEC16A	-8.635252045	-4.635252045	1.97978E-15	1.97978E-15	3.20959E-13	1	1	431	17403
POLE2	-8.626897528	-4.627011689	2.62901E-08	2.62901E-08	8.46265E-07	1	1	432	17402
TRAPPC4	-8.621193406	-4.621379067	4.27593E-08	4.27593E-08	1.29023E-06	1	1	433	17401
ISY1-RAB43	-8.621116438	-4.668165216	1.1442E-05	1.1442E-05	0.000219167	1	1	434	17400
DDX56	-8.608972425	-4.608986781	3.30558E-09	3.30558E-09	1.29567E-07	1	1	435	17399
SCAP	-8.608710779	-4.608767027	1.29525E-08	1.29525E-08	4.49381E-07	1	1	436	17398
ERCC6L	-8.606462545	-4.632785743	6.2486E-06	6.2486E-06	0.000125911	1	1	437	17397
INTS5	-8.598987024	-4.598987024	5.85973E-14	5.85973E-14	6.29498E-12	1	1	438	17396
FXN	-8.57696295	-4.577056241	2.14834E-08	2.14834E-08	7.09469E-07	1	1	439	17395
VPS16	-8.573996536	-4.573996536	3.51715E-15	3.51715E-15	5.31536E-13	1	1	440	17394
RSL1D1	-8.567487356	-4.567487398	9.67239E-12	9.67239E-12	6.4845E-10	1	1	441	17393
JUN	-8.564902935	-4.56490324	7.01879E-11	7.01879E-11	4.06169E-09	1	1	442	17392
CDC16	-8.564803049	-4.564803052	6.64303E-13	6.64303E-13	5.51E-11	1	1	443	17391
SLC35B1	-8.560753235	-4.597967452	8.94673E-06	8.94673E-06	0.000175519	1	1	444	17390
QRICH1	-8.559648291	-4.559650503	5.09452E-10	5.09452E-10	2.43567E-08	1	1	445	17389
PAFAH1B1	-8.558864336	-4.559140258	6.35536E-08	6.35536E-08	1.85491E-06	1	1	446	17388
DCTN6	-8.55762672	-4.586765982	6.93977E-06	6.93977E-06	0.000139053	1	1	447	17387
HYOU1	-8.55419093	-4.554198156	1.66405E-09	1.66405E-09	7.01537E-08	1	1	448	17386
DDX3X	-8.548012891	-4.560739244	2.97371E-06	2.97371E-06	6.32064E-05	1	1	449	17385
INTS8	-8.546773969	-4.546773969	6.85638E-14	6.85638E-14	7.15029E-12	1	1	450	17384
UBE2I	-8.540867816	-4.541235616	8.4725E-08	8.4725E-08	2.40973E-06	1	1	451	17383
FOXC2	-8.534994918	-4.534999402	1.03261E-09	1.03261E-09	4.54681E-08	1	1	452	17382
NUP43	-8.530706859	-4.530820266	2.61162E-08	2.61162E-08	8.42189E-07	1	1	453	17381
GABPA	-8.529860266	-4.52986043	3.78091E-11	3.78091E-11	2.30907E-09	1	1	454	17380
WDR1	-8.52929099	-4.529291771	1.79874E-10	1.79874E-10	9.72027E-09	1	1	455	17379
RBBP6	-8.523561812	-4.523585023	5.34459E-09	5.34459E-09	1.98563E-07	1	1	456	17378
YEATS4	-8.523451894	-4.523986339	1.23136E-07	1.23136E-07	3.36793E-06	1	1	457	17377
IARS	-8.522991702	-4.523013898	5.11077E-09	5.11077E-09	1.91874E-07	1	1	458	17376
EIF2S3	-8.51534394	-4.551865001	8.77299E-06	8.77299E-06	0.000172681	1	1	459	17375
CHEK1	-8.508106266	-4.508317752	4.87083E-08	4.87083E-08	1.45011E-06	1	1	460	17374
PRPF31	-8.500399952	-4.500404227	9.84485E-10	9.84485E-10	4.34944E-08	1	1	461	17373
LAS1L	-8.49303133	-4.493101353	1.61247E-08	1.61247E-08	5.49811E-07	1	1	462	17372
ZBTB8OS	-8.485982059	-4.496500827	2.45161E-06	2.45161E-06	5.29291E-05	1	1	463	17371
ANAPC5	-8.483982724	-4.483985242	5.79801E-10	5.79801E-10	2.73534E-08	1	1	464	17370
EMC7	-8.48350382	-4.483642791	3.20044E-08	3.20044E-08	1.00481E-06	1	1	465	17369
RUVBL2	-8.480961624	-4.522236215	9.97009E-06	9.97009E-06	0.000193047	0.582807394	1	466	17368
ACTR3	-8.480367008	-4.480367471	1.06748E-10	1.06748E-10	6.04331E-09	1	1	467	17367
GTPBP4	-8.476345804	-4.476744571	9.18617E-08	9.18617E-08	2.58386E-06	1	1	468	17366
POLR1C	-8.473534245	-4.473689338	3.57178E-08	3.57178E-08	1.10775E-06	1	1	469	17365
GGPS1	-8.462714956	-4.462714959	7.06995E-13	7.06995E-13	5.83696E-11	1	1	470	17364
USPL1	-8.461045229	-4.461068349	5.32393E-09	5.32393E-09	1.98563E-07	1	1	471	17363
MAT2A	-8.459183869	-4.459726781	1.25088E-07	1.25088E-07	3.41086E-06	1	1	472	17362
MED26	-8.437241124	-4.437780972	1.24382E-07	1.24382E-07	3.39679E-06	1	1	473	17361
CUL2	-8.437079592	-4.437079859	6.13898E-11	6.13898E-11	3.58939E-09	1	1	474	17360
SUPT5H	-8.431772662	-4.431772717	1.25173E-11	1.25173E-11	8.17661E-10	1	1	475	17359
MEAF6	-8.429592792	-4.429592805	2.9348E-12	2.9348E-12	2.19901E-10	1	1	476	17358
BOD1L1	-8.429429906	-4.437583726	1.89522E-06	1.89522E-06	4.16918E-05	1	1	477	17357
TUBA1B	-8.429217873	-4.431597944	5.49536E-07	5.49536E-07	1.34614E-05	1	1	478	17356
CPSF1	-8.423247376	-4.423493101	5.65962E-08	5.65962E-08	1.67654E-06	1	1	479	17355
DNAJC21	-8.42236034	-4.422360349	2.13907E-12	2.13907E-12	1.64422E-10	1	1	480	17354
ARCN1	-8.41748583	-4.419395976	4.40796E-07	4.40796E-07	1.09328E-05	1	1	481	17353
CDC45	-8.416649065	-4.416663422	3.30585E-09	3.30585E-09	1.29567E-07	1	1	482	17352
CCAR1	-8.414122126	-4.414157213	8.07937E-09	8.07937E-09	2.9107E-07	1	1	483	17351
DDX49	-8.413222846	-4.414324503	2.53988E-07	2.53988E-07	6.5643E-06	1	1	484	17350
GARS	-8.413170532	-4.413945215	1.78536E-07	1.78536E-07	4.76623E-06	1	1	485	17349
TRAPPC11	-8.387804584	-4.388056699	5.80686E-08	5.80686E-08	1.71163E-06	1	1	486	17348
CFDP1	-8.379155039	-4.379175395	4.68721E-09	4.68721E-09	1.78224E-07	1	1	487	17347
MED18	-8.364862432	-4.364973178	2.55035E-08	2.55035E-08	8.26916E-07	1	1	488	17346
IMP4	-8.362311602	-4.362311602	7.04892E-15	7.04892E-15	9.59568E-13	1	1	489	17345
RPP40	-8.361887011	-4.361892535	1.27197E-09	1.27197E-09	5.479E-08	0.747573065	1	490	17344
TUBGCP4	-8.355041985	-4.355216873	4.02776E-08	4.02776E-08	1.23627E-06	1	1	491	17343
NUFIP1	-8.352044344	-4.352092137	1.10054E-08	1.10054E-08	3.89404E-07	1	1	492	17342
POLE	-8.343853558	-4.344003656	3.45674E-08	3.45674E-08	1.07919E-06	1	1	493	17341
SUPT6H	-8.335328292	-4.335386919	1.35003E-08	1.35003E-08	4.67476E-07	1	1	494	17340
ACTL6A	-8.334759521	-4.334812747	1.22566E-08	1.22566E-08	4.26898E-07	1	1	495	17339
SNIP1	-8.334660985	-4.347737414	3.05675E-06	3.05675E-06	6.4894E-05	1	1	496	17338
TPX2	-8.331032213	-4.331091816	1.3725E-08	1.3725E-08	4.74335E-07	1	1	497	17337
PSMD6	-8.330101118	-4.330492564	9.01743E-08	9.01743E-08	2.54846E-06	1	1	498	17336
WDR3	-8.330013312	-4.331940022	4.44627E-07	4.44627E-07	1.1002E-05	1	1	499	17335
PSMA5	-8.328098637	-4.400640013	1.81793E-05	1.81793E-05	0.000338758	1	1	500	17334
MPHOSPH10	-8.325050646	-4.325247492	4.53357E-08	4.53357E-08	1.35422E-06	1	1	501	17333
PPP1R11	-8.323993099	-4.325106355	2.56665E-07	2.56665E-07	6.6239E-06	1	1	502	17332
MARS	-8.322338062	-4.325377273	7.02259E-07	7.02259E-07	1.70155E-05	1	1	503	17331
SON	-8.320863256	-4.320863256	1.70131E-15	1.70131E-15	2.78343E-13	1	1	504	17330
NAA30	-8.319491072	-4.449035685	3.47549E-05	3.47549E-05	0.000618547	1	1	505	17329
TSR2	-8.314514414	-4.324714628	2.37648E-06	2.37648E-06	5.14944E-05	1	1	506	17328
AKIRIN2	-8.314066564	-4.335258335	5.0006E-06	5.0006E-06	0.000102383	1	1	507	17327
TBCD	-8.303118453	-4.303136165	4.07836E-09	4.07836E-09	1.56882E-07	1	1	508	17326
RPL13	-8.298638107	-4.298758579	2.77435E-08	2.77435E-08	8.85064E-07	0.910156465	1	509	17325
YEATS2	-8.292273113	-4.292352627	1.83105E-08	1.83105E-08	6.1263E-07	1	1	510	17324
SNRNP200	-8.289542599	-4.289543228	1.44675E-10	1.44675E-10	7.96292E-09	1	1	511	17323
NAPG	-8.289034292	-4.289034355	1.4502E-11	1.4502E-11	9.33625E-10	1	1	512	17322
FNDC3B	-8.287765898	-4.288045112	6.4312E-08	6.4312E-08	1.87398E-06	1	1	513	17321
MED20	-8.287616272	-4.287616287	3.43764E-12	3.43764E-12	2.52278E-10	1	1	514	17320
ZNF574	-8.281190447	-4.281190464	4.07827E-12	4.07827E-12	2.94444E-10	1	1	515	17319
MSL2	-8.279997632	-4.279997632	2.34977E-14	2.34977E-14	2.79357E-12	1	1	516	17318
NSF	-8.271914718	-4.27192638	2.68524E-09	2.68524E-09	1.07609E-07	1	1	517	17317
HTATSF1	-8.267892776	-4.267962306	1.60111E-08	1.60111E-08	5.46984E-07	1	1	518	17316
BNIP1	-8.267822641	-4.267823391	1.72641E-10	1.72641E-10	9.3578E-09	1	1	519	17315
C8orf33	-8.267636034	-4.267822225	4.28812E-08	4.28812E-08	1.29172E-06	1	1	520	17314
VPS45	-8.266809628	-4.266809628	2.82538E-14	2.82538E-14	3.3148E-12	1	1	521	17313
PSMG3	-8.264439825	-4.264440047	5.12658E-11	5.12658E-11	3.0576E-09	1	1	522	17312
NOC3L	-8.259351722	-4.268360733	2.09607E-06	2.09607E-06	4.58078E-05	1	1	523	17311
ARHGEF7	-8.248141624	-4.248141624	1.14624E-14	1.14624E-14	1.49203E-12	1	1	524	17310
ZNF622	-8.247836832	-4.247839826	6.895E-10	6.895E-10	3.17722E-08	1	1	525	17309
DYNC1H1	-8.247545562	-4.247545679	2.70182E-11	2.70182E-11	1.65572E-09	1	1	526	17308
PRPF38B	-8.234627947	-4.238526464	9.01708E-07	9.01708E-07	2.13265E-05	1	1	527	17307
